Prabal Plus Resolved Tickets - 16-06-2025 17:26:23 ( From  01-05-2025  To  31-05-2025),,,,,,,,,,,,,,,,,,,,,,
Prabal Docket ID,Source Docket ID,LC ID,Customer,Bandwidth,WAN IP,Circle,A-SSA,A-Exchange,A-Address,B-SSA,B-Exchange,B-Address,OpenTime,CloseTime,DownTime,Team,Priority,Status,RFP,RFO,Service Type,Booked in
MWUE250500959,MPLS2025050300851,1000251684,INDUSIND BANKLTD.,2 Mbps,192.168.151.222,UE,RBL,RBLRBL,"Ground Floor 234Hospital Road,RaebareliRAIBAREILLY",,,,2025-05-03 11:25:25,2025-05-03 12:25:23,0days 00h:59m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250500952,MPLS2025050300666,1000521232,Intelligence Bureau MPLS Project IB MPLS Projet,512 Kbps,10.109.82.66,UE,RBL,RBLRBL,INTELLIGENCE BUREAU MPLS PROJECTHOUSE NO 4A 14SUPER MARKETUPRAEBARELI,,,,2025-05-03 11:24:44,2025-05-05 11:26:42,2days 00h:01m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250500950,MPLS2025050300661,1000100915,UNION BANK OF INDIA.,2 Mbps,10.90.11.114,UE,RBL,RBLRBL,Union Bank of India katchehari road near supper market Raebareli.,,,,2025-05-03 11:24:43,2025-05-03 12:25:23,0days 01h:00m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MSUE250500900,INC000046930407,1000065349,STATE BANK OF INDIA.,8 Mbps,10.126.45.154,UE,RBL,RBLRBL,State Bank of India PB Raibareily Branch (161) EcAt Feroj Gandhi P G College(522#/00762/17/535#)RAIBAREILLY,,,,2025-05-03 09:05:37,2025-05-03 11:52:25,0days 02h:46m,RBL LLM PHONES,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MWUE250500739,MPLS2025050204295,1000558781,Baroda UP Bank BUPB Care of Bank Of Baroda RRB,2 Mbps,10.109.188.186,UE,RBL,RBLRBL,5056KONSAKONSAKONSA BLOCK SATAONSADARRAEBARELI,,,,2025-05-02 15:58:58,2025-05-02 17:25:54,0days 01h:26m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250500654,MPLS2025050203814,1000025753,VIJAYA BANKNOW BOB,2 Mbps,10.201.12.158,UE,RBL,RBLGDJ,VIJAYA BANK 7116 (DATA-11416) RAEBARELI BRANCH 1ST FLOOR.SUPER..MARKET..FIROZ..GANDHI..RAEBARELI,,,,2025-05-02 15:27:26,2025-05-02 17:25:52,0days 01h:58m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250500608,MPLS2025050203642,1000496255,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.108.70.70,UE,RBL,,BARODA U P BANKGOORHA SHIVGARH ROADNEAR JANTA INTER COLLEGEGOORHA  RAEBARELI 229301RAEBARELI,,,,2025-05-02 15:26:44,2025-05-02 17:25:35,0days 01h:58m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250500609,MPLS2025050203643,1000127462,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.150,UE,RBL,RBLSNI,Baroda Uttar pradesh GraminBank C o Bank of BarodaSareni229212RAIBAREILLY,,,,2025-05-02 15:26:44,2025-05-02 17:25:35,0days 01h:58m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250500606,MPLS2025050203640,1000127501,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.242,UE,RBL,RBLSGH,Baroda Uttar pradesh GraminBank C o Bank of BarodaShivgarh229308RAIBAREILLY,,,,2025-05-02 15:26:43,2025-05-02 17:25:35,0days 01h:58m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250500601,MPLS2025050203514,1000110129,NEW INDIA ASSURANCE.,4 Mbps,172.31.183.178,UE,RBL,RBLRBL,THE NEW INDIA ASSURANCE CO LTDRAE BARELI BO 422002MADHUR COMPLEX 460 CANALROAD PRAKASH NAGAR OPP SBIRAEBARELI,,,,2025-05-02 15:26:26,2025-05-05 11:26:50,2days 20h:00m,RBL LLM PHONES,C,RFO PENDING,Fault restored - System updation pending,NA,MPLS VPN LC,WC
MAUE250500352,INC000022549542,1000507367,BANK OF INDIA BOI,4 Mbps,10.22.123.54,UE,RBL,RBLRBL,SOL70220BANKOFINDIA AIIMSCAMPUS RAE BARELI BRANCHDALMAU ROAD MUNSHI GANJTTAR PRADESH 229 001 0535RAIBAREILLY,,,,2025-05-02 07:12:43,2025-05-02 11:45:06,0days 04h:32m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,BOI-API
MWUE250500160,MPLS2025050100953,1000290734,MANAGERPUNJAB NATIONAL BANK,2 Mbps,10.110.77.242,UE,RBL,RBLBCH,PNB BACHRAWAN  H NO-115 WORD NC/O ASHISH KUMAR&ALOK KUMAROPP OF BARODA GRAMEEN BANKCHANDRIKA NAGAR NAGAR PANCHAYARAEBARELI,,,,2025-05-01 12:24:41,2025-05-01 16:24:21,0days 03h:59m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250500122,MPLS2025050100723,1000100969,UNION BANK OF INDIA.,2 Mbps,10.90.60.202,UE,RBL,RBLBCH,Raibarely road Patel NagarColoney Bachhrawan DistrictRaibarely1RAIBAREILLY,,,,2025-05-01 11:24:55,2025-05-01 12:54:31,0days 01h:29m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MAUE250500043,198953,1000245802,LIC OF INDIA,2 Mbps,10.249.4.222,UE,RBL,RBLBCH,SO 21UT001 BACHHARANWA NR CENTRAL BANK LUCKNOW RD BACHHRAWAN 535RAIBAREILLY,,,,2025-05-01 10:25:45,2025-05-02 10:01:00,0days 23h:35m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,LIC-API
MWUE250500041,MPLS2025050100478,1000004842,INDIAN BANK.,2 Mbps,10.166.30.38,UE,RBL,RBLBCH,A/21 Near Patel Nagar Lucknow Allahabad Road Bacharwan RaeBareli DistRAIBAREILLY,,,,2025-05-01 10:24:30,2025-05-01 12:54:30,0days 02h:30m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250500039,MPLS2025050100476,1000173535,ALLAHABAD BANK (WANPROJECT),2 Mbps,10.225.6.70,UE,RBL,RBLMHJ,BACHHRAWAN ROAD IN FRONT OF KOTWALI MAHARAJGANJ DISTT.RAEBARELI,,,,2025-05-01 10:24:29,2025-05-01 12:54:34,0days 02h:30m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MSUE250500067,INC000046918880,1000065457,STATE BANK OF INDIA.,2 Mbps,10.126.46.178,UE,RBL,RBLMHJ,State Bank of IndiaMaharajganj Branch (11219) PO Maharajganj(522#/01945/16/535#)RAIBAREILLY,,,,2025-05-01 10:05:37,2025-05-01 11:48:26,0days 01h:42m,RBL LLM GE,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MSUE250500069,INC000046919026,1000065411,STATE BANK OF INDIA.,4 Mbps,10.126.44.158,UE,RBL,RBLSRT,State Bank of India SemrautaBranch (16707) Raibarelie(522#/03228/16/535#)1RAIBAREILLY,,,,2025-05-01 10:05:37,2025-05-02 19:40:25,1days 09h:34m,RBL LLM JAIS,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MSUE250500064,INC000046918845,1000065455,STATE BANK OF INDIA.,2 Mbps,10.126.47.14,UE,RBL,RBLBCH,State Bank of IndiaBachhrawan Branch (11221) PO Bachhrawan(522#/01947/16/535#)RAIBAREILLY,,,,2025-05-01 10:01:45,2025-05-01 11:48:26,0days 01h:46m,SUL BA ADMIN TEAM,C,CLOSED,Reason not updated,NA,MPLS VPN LC,SBI-API
MWUE250500022,MPLS2025050100284,1000600140,DEPARTMENT OF POSTS DOP,2 Mbps,10.16.144.118,UE,RBL,RBLRBL,DOP WEG34076 CLASS CRAEBARELI RMS (COMPUTERIZED)RMS RAILWAYStationRAEBARELI,,,,2025-05-01 08:54:37,2025-05-02 11:25:15,1days 02h:30m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250500014,MPLS2025050100252,1000509546,DEPARTMENT OF POSTSDOP,2 Mbps,10.16.125.86,UE,RBL,RBLMHJ,POST OFFICEAHARWABHAWANI S.O--229135 RAEBARELIRAEBARELI,,,,2025-05-01 08:54:31,2025-05-02 11:25:15,1days 02h:30m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250500013,MPLS2025050100243,1000199662,DIRECTOR PMU DEPARTMENT OFPOST,2 Mbps,10.16.114.130,UE,RBL,RBLSLN,(UPDS_EAST-0278 & CLASS C &WEG24258)SALON S O--229127SALONRAEBARELIRAEBARELI,,,,2025-05-01 08:54:30,2025-05-02 11:25:13,1days 02h:30m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MAUE250500007,INC000022544622,1000611761,BANK OF INDIABOI,2 Mbps,10.22.127.194,UE,RBL,RBLBCN,BOI BACHHRAWAN BRNR PATEL NAGAR COLONY GATENH 24 PRAYAGRAJ RD BACHHRAWANBACHHRAWANRAEBARELI,,,,2025-05-01 02:25:49,2025-05-01 11:44:49,0days 09h:19m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,BOI-API
MWUE250410053,MPLS2025043003075,1000590748,BANK OF BARODA,2 Mbps,None,UE,RBL,RBLHRC,BANK OF BARODARAILWAY STATION Harchandpur ROADNEAR BLOCK OFFICEUTTAR PRADESHRAIBAREILLY,,,,2025-04-30 16:55:37,2025-05-02 11:25:15,1days 18h:29m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250410036,MPLS2025043002754,1000127500,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.78.226,UE,RBL,RBLSKJ,Baroda Uttar pradesh GraminBank C o Bank of BarodaShankarganj229309RAIBAREILLY,,,,2025-04-30 16:03:09,2025-05-02 11:25:13,1days 19h:22m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409963,MPLS2025043002554,1000127354,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,192.168.99.186,UE,RBL,RBLRBL,Bank of Baroda Makhija MarketStation RoadRaebareli1RAIBAREILLY,,,,2025-04-30 15:58:42,2025-05-01 16:24:25,1days 00h:25m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409959,MPLS2025043002550,1000127390,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.210,UE,RBL,RBLMGJ,Baroda Uttar pradesh GraminBank C o Bank of BarodaMajourganj229128RAIBAREILLY,,,,2025-04-30 15:58:39,2025-05-02 11:25:13,1days 19h:26m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409957,MPLS2025043002548,1000127584,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.150,UE,RBL,RBLJAG,Baroda Uttar pradesh GraminBank C o Bank of BarodaLaxmanpur PO Jagatpur229402RAIBAREILLY,,,,2025-04-30 15:58:38,2025-05-02 11:25:15,1days 19h:26m,RBL SSA LLM SALON,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409958,MPLS2025043002549,1000127222,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.26,UE,RBL,RBLRBL,Baroda Uttar pradesh GraminBank C o Bank of BarodaKhagipur Sandwa229125RAIBAREILLY,,,,2025-04-30 15:58:38,2025-05-02 11:25:15,1days 19h:26m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409956,MPLS2025043002547,1000127450,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.114,UE,RBL,RBLNST,Baroda Uttar pradesh GraminBank C o Bank of BarodaNihastha229208RAIBAREILLY,,,,2025-04-30 15:58:37,2025-05-02 11:25:15,1days 19h:26m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409954,MPLS2025043002545,1000127582,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.73.178,UE,RBL,RBLDAU,Baroda Uttar pradesh GraminBank C o Bank of BarodaDalmau229203RAIBAREILLY,,,,2025-04-30 15:58:36,2025-05-02 11:25:15,1days 19h:26m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409955,MPLS2025043002546,1000127493,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.77.206,UE,RBL,RBLRHW,Baroda Uttar pradesh GraminBank C o Bank of BarodaRahawan229303RAIBAREILLY,,,,2025-04-30 15:58:36,2025-05-02 11:25:15,1days 19h:26m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409953,MPLS2025043002526,1000127383,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.75.46,UE,RBL,RBLHDI,Baroda Uttar pradesh GraminBank C o Bank of BarodaHardoi229123RAIBAREILLY,,,,2025-04-30 15:58:25,2025-05-02 11:25:13,1days 19h:26m,SUL BA ADMIN TEAM,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409952,MPLS2025043002525,1000265586,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,64 Kbps,10.100.77.126,UE,RBL,RBLRBL,Baroda Uttarpradesh Gramin Bank C o Bank of Baroda Paho 229209RAIBAREILLY,,,,2025-04-30 15:58:24,2025-05-02 11:25:15,1days 19h:26m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409919,MPLS2025043002415,1000127492,BARODA UTTAR PRADESH GRAMIN BANKCARE OF BANK OF BARODA RRB,2 Mbps,10.100.76.246,UE,RBL,RBLMGV,Baroda Uttar pradesh GraminBank C o Bank of Barodamaugarvi229306RAIBAREILLY,,,,2025-04-30 15:57:21,2025-05-02 11:25:14,1days 19h:27m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409855,MPLS2025043001907,1000100916,UNION BANK OF INDIA.,2 Mbps,10.90.60.206,UE,RBL,RBLLGJ,Near Behta chauraha LalganjDistRaibarely1RAIBAREILLY,,,,2025-04-30 14:56:23,2025-05-02 11:25:14,1days 20h:28m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409838,MPLS2025043001756,1000587703,Union Bank of India,2 Mbps,None,UE,RBL,RBLHRC,UNION BANK OF INDIAHARCHANDPUR BRANCH 569372RAILWAY STATION ROADUP 229303RAEBARELI,,,,2025-04-30 14:54:57,2025-05-02 11:25:14,1days 20h:30m,RBL LLM GE,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409789,MPLS2025043001349,1000290742,MANAGERPUNJAB NATIONAL BANK,2 Mbps,10.110.82.114,UE,RBL,RBLTLI,PUNJAB NATIONAL BANK  Tiloi RAIBARELI,,,,2025-04-30 12:55:28,2025-05-01 11:54:53,0days 22h:59m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409786,MPLS2025043001325,1000272106,MANAGER PNB,2 Mbps,10.110.78.254,UE,RBL,RBLGNT,PUNJAB NATIONAL BANKCURRENCY CHEST RAIBARELIRAEBARELI,,,,2025-04-30 12:55:18,2025-05-02 11:25:14,1days 22h:29m,RBL LLM PHONES,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MWUE250409783,MPLS2025043001311,1000550725,PUNJAB NATIONAL BANK BHOJPUR BRANCH,2 Mbps,10.91.160.194,UE,RBL,RBLBJP,VILL POST BHOJPUR  BHOJPURRAEBARELI,,,,2025-04-30 12:55:16,2025-05-01 11:54:53,0days 22h:59m,RBL LLM LALGANJ,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,WC
MAUE250409781,198649,1000501683,LIC OF INDIA LIC,2 Mbps,10.249.24.114,UE,RBL,RBLJAS,LIC OF INDIA SO 229T002 SO 229T002 JAIS SRI RAM NARAYANYA S O SRI RAJA RAM MAURYAJAIS AMETHI UTTARPRADESH229304RAIBAREILLY,,,,2025-04-30 12:47:18,2025-05-01 10:01:05,0days 21h:13m,RBL LLM JAIS,C,RFO PENDING,Reason not updated,NA,MPLS VPN LC,LIC-API
PCUE250400138,1063801297,1000322712,NATIONAL KNOWLEDGE NETWORKNICSI,100 Mbps,,UE,LKW,LKWCHS,SIO NIC UP StateUnit 6th Floor Yojana BhawanBhawan Naidu Marg UttarPradesh (State Unit)        LucknowLUCKNOW,RBL,RBLRBL,District Informatics Officer NICDistrict Computer Centre C/o DMDM Collectorate Nazarat BRae Bareili         RAIBAREILLYRAIBAREILLY,2025-04-30 11:03:18,2025-05-01 16:02:08,1days 04h:58m,LKW LLM CEN TEAM,A,CLOSED,OLT system problem  - WIP,NA,P2P LC,Clarity
MWUE250409635,MPLS2025042903043,1000127306,"M/S BANK OF BARODA, SUN TOWER, 7THFLOOR, EBUSINESS UE",2 Mbps,10.150.94.50,UE,RBL,RBLPSD,Vill Parshadepur Dist1Amethi1RAIBAREILLY,,,,2025-04-29 18:24:46,2025-05-02 11:25:17,2days 17h:00m,RBL SSA LLM SALON,C,RFO PENDING,OFC cable fault - WIP,NA,MPLS VPN LC,WC
MSUE250408353,INC000046901149,1000065456,STATE BANK OF INDIA.,2 Mbps,10.126.47.10,UE,RBL,RBLIHN,State Bank of India InhaunaBranch (11220) P O Inhauna(522#/01944/16/535#)1RAIBAREILLY,,,,2025-04-28 10:01:45,2025-05-02 17:36:25,4days 07h:34m,RBL LLM JAIS,C,CLOSED,OFC cable fault - WIP,NA,MPLS VPN LC,SBI-API
**This is a system generated report and is copyright to BSNL.,,,,,,,,,,,,,,,,,,,,,,
